word,freq_count,target_text,source_text
menerobos,1,"Te ngaa ana èèna ère hari kacui-aai na sa dꞌara. Hèia, ana èci na kalua uuru hari. Nèdhi sèmi èèna hèia, bhèni ai tadha èèna peka, aku nèngu na, “Waa! Èu èra titu kèna! Nèti èèna ka, èu paseti ho kalua uuru sa liꞌu.” Bhèni na pangare ne, Peres, (dhu sasoa na, ‘paseti sa liꞌu’).","Namun, dia menarik kembali tangannya, dan lihat, saudaranyalah yang keluar. Kemudian, bidan itu berkata, “Betapa kamu telah menerobos, kamulah terobosan.” Sebab itu, dia dinamai Peres."
membelinya,1,"Dhèu Ismael sèra rèti Yusuf dꞌai Masir, hèia ra pahie eele ne dènge dhèu kapai èci ètu nèi, ngara na Potifar. Dhèu neꞌe komedhaa sordadꞌu dhu jꞌaga ètu dhèu aae Masir. Yusuf jꞌajꞌi ènu ètu èmu Potifar. Ètu èèna, LAMATUA dènge Yusuf, ka sasabꞌa ngaa dhu na tao, nèti babeꞌa hua-hua.","Pada saat itu, Yusuf dibawa ke Mesir. Potifar, pegawai Firaun, kepala para pengawal, seorang Mesir, membelinya dari tangan orang Ismael yang telah membawanya ke sana. TUHAN menyertainya sehingga dia menjadi orang yang berhasil dan dia tinggal di rumah tuannya, orang Mesir itu."
diserahkannya,1,"Nèti èèna ka, komedhaa neꞌe dꞌèi Yusuf, ka na lèka ne. Hèia na dedꞌe ne jꞌajꞌi madho ètu èmu na. Aa, na hia ne paredha dꞌara èmu nèngu, sèmi èèna kahèi, mèdha-panyau na aaꞌi-aaꞌi.","Sebab itu, Yusuf mendapat perkenanan di mata tuannya dan Yusuf mengabdi kepadanya. Lalu, Potifar mengangkat Yusuf dalam rumahnya dan segala miliknya pun diserahkannya ke tangan Yusuf."
diketahuinya,1,"Lula Potifar ladhe-ladhe laꞌa na Yusuf sabꞌa dènge beꞌa, ka na pangee heka ngaa-ngaa, dhoka naꞌa-ninu di. Yusuf ne, mone iia.","Jadi, dia menyerahkan segala miliknya ke tangan Yusuf sehingga tidak diketahuinya mengenai apa pun, kecuali makanan yang dimakannya. Yusuf adalah orang yang bagus penampilannya dan tampan."
tampan,1,"Lula Potifar ladhe-ladhe laꞌa na Yusuf sabꞌa dènge beꞌa, ka na pangee heka ngaa-ngaa, dhoka naꞌa-ninu di. Yusuf ne, mone iia.","Jadi, dia menyerahkan segala miliknya ke tangan Yusuf sehingga tidak diketahuinya mengenai apa pun, kecuali makanan yang dimakannya. Yusuf adalah orang yang bagus penampilannya dan tampan."
didengarnya,1,"hèia na paroa dhèu sabꞌa sèra, ka na peka, aku nèngu na, “We! Miu mai ladhe ku laa! Deo na, ana mone dhèu Ibrani na, maso sa dꞌara kama jaꞌa. Na neo pamakae jaꞌa. Malo ka jaꞌa paꞌoo, ka na rai, tèke eele kodho na ètu jaꞌa ne. Dhèu èmu jaꞌa ne, nèti dhèu bhelu asa dꞌara èmu, ho hia èdhi taꞌe makae!”","dia memanggil orang-orang di rumahnya dan berkata kepada mereka, “Lihat, dia telah membawa seorang Ibrani untuk mempermalukan kita. Dia datang kepadaku untuk tidur denganku, tetapi aku menjerit dengan suara keras. Begitu didengarnya aku mengeraskan suaraku dan menjerit, dia meninggalkan bajunya padaku, meloloskan diri, lalu pergi keluar.”"
mempermalukanku,1,"Ropa dhèu èmu na nare dꞌara èmu, na lolo peka na, “Aꞌa! Dhèu Ibrani dhu mèti mai sa èmu neꞌe, deo na maso asa dꞌara kama jaꞌa, neo pakarehe jaꞌa!","Perempuan itu pun berkata kepadanya sesuai dengan kata-katanya itu, “Budak Ibrani, yang engkau bawa kepada kita, datang kepadaku untuk mempermalukanku!"
budakmu,1,"Tadèngi nare lii lolo dhèu èmu na, Potifar nasa bia.","Ketika tuannya mendengar perkataan istrinya yang disampaikan kepadanya, “Inilah yang dilakukan budakmu terhadapku,”"
mengaruniainya,1,"Te ngaa LAMATUA bhèlu boe Yusuf. Nèti èèna ka, LAMATUA ladhe-leru ne taruu, ka kapala ètu dꞌara bèdho èèna, sue Yusuf ae titu kèna.","Namun, TUHAN menyertai Yusuf, dan menunjukkan kasih kepadanya, dan mengaruniainya perkenanan di mata kepala penjara."
dikerjakannya,1,"Lula lèka ne, ka kapala èmu bèdho na, tao heka ai-hèbꞌa mi ngaa-ngaa ètu dꞌara bèdho èèna. LAMATUA ladhe-leru taruu Yusuf, nèti èèna ka, sasabꞌa ngaa ètu dꞌara bèdho na kako dènge beꞌa.","Kepala penjara tidak mengawasi segala sesuatu yang ada di bawah tangan Yusuf karena TUHAN menyertainya. Apa pun yang dikerjakannya, TUHAN membuatnya berhasil."
berdahan,1,"Ajꞌu anggor ne dadana nèngu tèlu di. Ajꞌu na muri mai ka dènge rèu, hela, dènge hua giru-gari dhu madhasa.","dan pohon anggur itu berdahan tiga. Ketika dia bertunas, bunganya pun mekar, dan tandan-tandannya mengeluarkan buah anggur yang masak."
mekar,1,"Ajꞌu anggor ne dadana nèngu tèlu di. Ajꞌu na muri mai ka dènge rèu, hela, dènge hua giru-gari dhu madhasa.","dan pohon anggur itu berdahan tiga. Ketika dia bertunas, bunganya pun mekar, dan tandan-tandannya mengeluarkan buah anggur yang masak."
masak,1,"Ajꞌu anggor ne dadana nèngu tèlu di. Ajꞌu na muri mai ka dènge rèu, hela, dènge hua giru-gari dhu madhasa.","dan pohon anggur itu berdahan tiga. Ketika dia bertunas, bunganya pun mekar, dan tandan-tandannya mengeluarkan buah anggur yang masak."
memerasnya,1,"Aa jaꞌa kèdꞌu galaa dhu dhèu aae biasa pake ninu. Jaꞌa puu hua anggor, ka pacèli èi sa dꞌara galaa deo na. Hèia kèti asa dhèu aae, hia na ninu.”","Pada saat itu, di tanganku ada piala Firaun, lalu aku memetik buah anggur itu dan memerasnya ke dalam piala Firaun. Kemudian, aku memberikan piala itu ke tangan Firaun.”"
mengembalikanmu,1,"Ètu dꞌara tèlu lodꞌo ne, dhèu aae kalua eele ama nèti dꞌara bèdho neꞌe. Ho na hia hari, ama lalau dhua èi hia dhèu aae sèmi uru na.","Dalam tiga hari, Firaun akan mengangkat kepalamu dan mengembalikanmu pada kedudukanmu, lalu engkau akan memberikan piala Firaun itu ke tangannya, seperti yang telah engkau lakukan sebelumnya ketika engkau menjadi juru minumannya."
kedudukanmu,1,"Ètu dꞌara tèlu lodꞌo ne, dhèu aae kalua eele ama nèti dꞌara bèdho neꞌe. Ho na hia hari, ama lalau dhua èi hia dhèu aae sèmi uru na.","Dalam tiga hari, Firaun akan mengangkat kepalamu dan mengembalikanmu pada kedudukanmu, lalu engkau akan memberikan piala Firaun itu ke tangannya, seperti yang telah engkau lakukan sebelumnya ketika engkau menjadi juru minumannya."
minumannya,1,"Ètu dꞌara tèlu lodꞌo ne, dhèu aae kalua eele ama nèti dꞌara bèdho neꞌe. Ho na hia hari, ama lalau dhua èi hia dhèu aae sèmi uru na.","Dalam tiga hari, Firaun akan mengangkat kepalamu dan mengembalikanmu pada kedudukanmu, lalu engkau akan memberikan piala Firaun itu ke tangannya, seperti yang telah engkau lakukan sebelumnya ketika engkau menjadi juru minumannya."
keluarkanlah,1,"Ladhe ama abhu babeꞌa sèmi èèna, baku bhèlu jaꞌa, ee? Ladhe ama sue jaꞌa, peka dènge dhèu aae kalua eele jaꞌa nèti era neꞌe.","Namun, apabila keadaanmu menjadi baik, aku mohon, ingatlah aku dan lakukanlah kebaikan bagiku dengan menyebut aku kepada Firaun, dan keluarkanlah aku dari rumah ini."
diculik,1,"Te jaꞌa ne, madhutu madha jꞌara na dhu mola, rèngu se rare jaꞌa dènge laka-seti, nèti rae dhèu Ibrani. Dꞌai era neꞌe, jaꞌa tao boe sasala ngaa èci sa. Te ngaa rèngu pamaso jaꞌa asa dꞌara bèdho neꞌe. Rèngu tao jaꞌa sèmi dhèu bhelu-katubꞌa sa.”","Sebab, sebenarnya aku telah diculik dari tanah orang Ibrani dan di sini pun aku tidak pernah melakukan sesuatu sehingga mereka harus memasukkanku ke dalam lubang ini.”"
dipanggang,1,"Ètu dꞌara soe re dedha tèka na, pènu dènge koki dhèu aae, dhu rupa ae titu kèna. Te ngaa manu-bhui lela mai ka raꞌe aaꞌi koki dꞌara soe dhu ètu kètu jaꞌa na.”","Dalam keranjang yang paling atas terdapat segala jenis makanan yang dipanggang untuk raja, tetapi burung-burung memakannya dari keranjang di kepalaku itu.”"
menggantungnya,1,"Dꞌara tèlu lodꞌo ne, mu ladhe, te dhèu aae pua dhèu mai poro rare kètu èu. Ho èèna na, ra kadhoe ngiꞌu aae èu ètu agarii. Hèia manu-bhui tutu raꞌe aaꞌi sisi èu.”","Dalam tiga hari, Firaun akan mengangkat kepalamu darimu dan akan menggantungnya pada sebatang pohon. Lalu, burung-burung akan memakan dagingmu.”"
ditafsirkan,1,"Te ngaa dhèu dhu lalau roti dhèu aae èèna, ra poro eele kètu na, ka ra kadhoe ngiꞌu na, sama sèmi ngaa dhu Yusuf peka dènge rèngu dua ra.","Akan tetapi, Firaun menggantung kepala juru roti, sebagaimana yang sudah ditafsirkan Yusuf kepada mereka."
melupakannya,1,"Te ngaa mone dhu lalau dhua èi dhèu aae ne, sanèdꞌe heka Yusuf. Na bhèlu eele lii moa Yusuf.","Namun, kepala juru minuman tidak mengingat Yusuf, bahkan dia melupakannya."
bijaknya,1,"Madꞌae aae èèna, dꞌara isi na beꞌa boe. Hèia, na paredha dhèu lasi paroa aaꞌi dhèu ai tadha dènge dhèu dꞌèlu-mèu, ètu rai Masir mai paraga dènge ne. Ka na lolo lii nii na sèra dènge si. Te ngaa dhèu èci sa bisa boe peka sasoa lii nii deo sa mi dhèu aae.","Pada pagi harinya, rohnya gelisah. Karena itu, dia menyuruh dan memanggil semua ahli sihir Mesir beserta semua orang bijaknya. Kemudian, Firaun menceritakan mimpinya kepada mereka, tetapi tidak ada satu pun yang mampu menafsirkannya bagi Firaun."
kesalahanku,1,"Ka mone dhu lalau dhua èi dhèu aae èèna, heka sanèdꞌe nèdhi Yusuf kèna. Hèia laꞌe peka dènge dhèu aae, aku nèngu na, “Ama! Jaꞌa mangaku sala.","Kemudian, kepala juru minuman berkata kepada Firaun, katanya, “Pada hari ini, aku teringat akan kesalahanku."
ditafsirkannya,1,"Nèti èèna ka, ama dhèu aae dedꞌe hari jaꞌa. Aa angalai jaꞌa na, abhu huku madhe. Seꞌe se jꞌajꞌi sama sèmi ngaa dhu ana mone Ibrani na peka.”","Seperti yang ditafsirkannya bagi kami, yaitu dia mengembalikanku pada kedudukanku, sedangkan juru roti itu digantung.”"
mengembalikanku,1,"Nèti èèna ka, ama dhèu aae dedꞌe hari jaꞌa. Aa angalai jaꞌa na, abhu huku madhe. Seꞌe se jꞌajꞌi sama sèmi ngaa dhu ana mone Ibrani na peka.”","Seperti yang ditafsirkannya bagi kami, yaitu dia mengembalikanku pada kedudukanku, sedangkan juru roti itu digantung.”"
kedudukanku,1,"Nèti èèna ka, ama dhèu aae dedꞌe hari jaꞌa. Aa angalai jaꞌa na, abhu huku madhe. Seꞌe se jꞌajꞌi sama sèmi ngaa dhu ana mone Ibrani na peka.”","Seperti yang ditafsirkannya bagi kami, yaitu dia mengembalikanku pada kedudukanku, sedangkan juru roti itu digantung.”"
bercukur,1,"Nanene nare lii neꞌe hèia, dhèu aae pua dhèu lasi lai-lai rare Yusuf nèti dꞌara bèdho mai. Ka Yusuf pamèu iisi na, aa na gati mèdha-papake na, ka na laꞌe paraga dènge dhèu aae.","Kemudian, Firaun menyuruh orang memanggil Yusuf dan dengan cepat mereka membawanya keluar dari lubang itu. Dia bercukur dan mengganti pakaiannya, lalu menghadap Firaun."
mengganti,1,"Nanene nare lii neꞌe hèia, dhèu aae pua dhèu lasi lai-lai rare Yusuf nèti dꞌara bèdho mai. Ka Yusuf pamèu iisi na, aa na gati mèdha-papake na, ka na laꞌe paraga dènge dhèu aae.","Kemudian, Firaun menyuruh orang memanggil Yusuf dan dengan cepat mereka membawanya keluar dari lubang itu. Dia bercukur dan mengganti pakaiannya, lalu menghadap Firaun."
seburuk,1,"Hèia sapi pidhu ngiꞌu dhu leo mai hari. Rèngu seꞌe dhu malaka-godꞌa. Ètu rai Masir neꞌe, jaꞌa kèdhi mèka sapi dhu malaka-godꞌa sèmi èèna!","Kemudian, tampak tujuh ekor sapi betina lainnya yang muncul setelah mereka, yang kelihatan buruk dan kurus. Aku belum pernah melihat yang seburuk itu di seluruh tanah Mesir."
setelahnya,1,"Èle èèna ka, jaꞌa kèdhi hari, pidhu huri are dhu isi aadꞌo, aa dhu kamale dhae-dhae, lèke lai ngèlu pana.","Lalu, tampak tujuh bulir gandum yang layu, tipis, dan rusak karena angin timur, yang muncul setelahnya."
terlupakan,1,"Èle èèna na, heka èdhi abhu manganga dꞌara pidhu tèu. Dꞌara pidhu tèu na, manganga madèu aae. Toke èdhi abhu boe ngangaꞌa calamusi sa, ètu dedha rai Masir neꞌe. Dhèu aaꞌi-aaꞌi manganga ae titu kèna, ka ra bhèlu eele uru na dhu rèngu abhu le babècu pidhu tèu.","Setelah itu, akan datang tujuh tahun kelaparan sehingga segala kelimpahan sebelumnya di tanah Mesir akan terlupakan. Kelaparan itu akan menghabisi tanah ini. Bahkan, kelimpahan itu tidak akan diingat lagi di tanah itu karena kelaparan sesudahnya, sebab hal itu akan terlalu berat."
menghabisi,1,"Èle èèna na, heka èdhi abhu manganga dꞌara pidhu tèu. Dꞌara pidhu tèu na, manganga madèu aae. Toke èdhi abhu boe ngangaꞌa calamusi sa, ètu dedha rai Masir neꞌe. Dhèu aaꞌi-aaꞌi manganga ae titu kèna, ka ra bhèlu eele uru na dhu rèngu abhu le babècu pidhu tèu.","Setelah itu, akan datang tujuh tahun kelaparan sehingga segala kelimpahan sebelumnya di tanah Mesir akan terlupakan. Kelaparan itu akan menghabisi tanah ini. Bahkan, kelimpahan itu tidak akan diingat lagi di tanah itu karena kelaparan sesudahnya, sebab hal itu akan terlalu berat."
diulang,1,"De ladhe ama dhèu aae abhu nii dua hari, sasoa na, Ama Lamatua ka dhu ator tèke. Nèbhu heka, ngaa dhu Na ator ne, jꞌajꞌi kèna.","Karena mimpi itu diulang sampai dua kali bagi Firaun, berarti hal tersebut telah ditetapkan oleh Allah dan Allah akan melaksanakannya secepatnya."
persediaan,1,"Sèna ka pidhu tèu dhu manganga nèi mai te, èdhi dhu sadia le ngangaꞌa. Dènge jꞌara sèmi neꞌe, èci sa madhe boe manganga.”","Makanan itu akan menjadi persediaan untuk tanah ini, selama tujuh tahun kelaparan yang akan terjadi di tanah Mesir supaya tanah ini tidak dibinasakan oleh kelaparan itu.”"
usul,1,"Ropa tadèngi lii padhai lii Yusuf ne, dhèu aae dènge dhèu kapai sèra, sèmi ngaa dhu na peka dènge dhèu aae èèna.",Usul tersebut baik di mata Firaun dan di mata seluruh hambanya.
sepandai,1,"Èle èèna ka, dhèu aae padhai lii dènge Yusuf, peka na, “Ama Lamatua peka dènge èu, ngaa-ngaa seꞌe aaꞌi-aaꞌi. Nèti sèmi neꞌe ka, heka jiꞌi ngeꞌa kèna èu neꞌe tareꞌa-reꞌa dhèu mèu. Aa mamèu èu ne, risi eele dhèu ètu mia-mia.","Lalu, Firaun berkata kepada Yusuf, “Karena Allah telah membuatmu semua hal ini diketahui olehmu, maka tidak ada satu pun yang sepandai dan sebijaksana dirimu."
sebijaksana,1,"Èle èèna ka, dhèu aae padhai lii dènge Yusuf, peka na, “Ama Lamatua peka dènge èu, ngaa-ngaa seꞌe aaꞌi-aaꞌi. Nèti sèmi neꞌe ka, heka jiꞌi ngeꞌa kèna èu neꞌe tareꞌa-reꞌa dhèu mèu. Aa mamèu èu ne, risi eele dhèu ètu mia-mia.","Lalu, Firaun berkata kepada Yusuf, “Karena Allah telah membuatmu semua hal ini diketahui olehmu, maka tidak ada satu pun yang sepandai dan sebijaksana dirimu."
istanaku,1,"Nèti èèna ka, deo neꞌe kahèi jaꞌa dedꞌe èu jꞌajꞌi ai gꞌana jaꞌa. Sèna ka èu jꞌajꞌi dhèu kapai ètu dꞌara èmu jaꞌa. Aa ana kabarai jaꞌa nanene lii paredha èu. Dhoka jaꞌa di dhu risi nèti èu.”",Kamu akan berkuasa atas istanaku dan berdasarkan perkataan mulutmulah seluruh rakyatku akan diperintah.”
mulutmulah,1,"Nèti èèna ka, deo neꞌe kahèi jaꞌa dedꞌe èu jꞌajꞌi ai gꞌana jaꞌa. Sèna ka èu jꞌajꞌi dhèu kapai ètu dꞌara èmu jaꞌa. Aa ana kabarai jaꞌa nanene lii paredha èu. Dhoka jaꞌa di dhu risi nèti èu.”",Kamu akan berkuasa atas istanaku dan berdasarkan perkataan mulutmulah seluruh rakyatku akan diperintah.”
diperintah,1,"Nèti èèna ka, deo neꞌe kahèi jaꞌa dedꞌe èu jꞌajꞌi ai gꞌana jaꞌa. Sèna ka èu jꞌajꞌi dhèu kapai ètu dꞌara èmu jaꞌa. Aa ana kabarai jaꞌa nanene lii paredha èu. Dhoka jaꞌa di dhu risi nèti èu.”",Kamu akan berkuasa atas istanaku dan berdasarkan perkataan mulutmulah seluruh rakyatku akan diperintah.”
memasangnya,1,"Èle èèna ka, dhèu aae puru eele kadheli dhu dènge cap nèti ai na, ka na pasaluu mi ai Yusuf. Ka na padhai lii, aku nèngu na, “Dènge neꞌe ne, jaꞌa dedꞌe èu, jꞌajꞌi ai gꞌana jaꞌa ètu rai Masir.” Hèia na papake kodho madhera dhu milu èci mi Yusuf, aa na paꞌinu rate hualaa cakoko mi ladha-goro na.","Firaun berkata kepada Yusuf, “Lihat, aku telah mengangkatmu menguasai seluruh tanah Mesir.” Kemudian, Firaun melepaskan cincin meterai dari tangannya dan memasangnya di tangan Yusuf, lalu dia memakaikan pakaian dari linen halus kepada Yusuf dan memasang sebuah rantai emas di lehernya."
mengendarai,1,"Èle èèna ka, dhèu aae hia hari Yusuf kareta ka dua nèngu. Ka na hia dhèu lasi uuru, ho paꞌoo peka na, “We! Patalele jꞌara oo! Pahaha iisi mliu! Dhèu kapai neo re neꞌe!” Dènge jꞌara neꞌe, dhèu aae dedꞌe le Yusuf, jꞌajꞌi ai gꞌana na ètu rai Masir.","Setelah itu, Firaun menyuruh Yusuf mengendarai keretanya yang kedua dan di hadapan Yusuf, mereka berseru, “Berlutut!” Demikianlah Firaun mengangkatnya menguasai seluruh tanah Mesir."
tanpamu,1,"Hèia dhèu aae padhai lii dènge Yusuf, peka na, “Sèmi neꞌe. Èu dhu meꞌa le jaꞌa ne dhèu aae. Te ngaa jaꞌa peka le dènge ana kabarai Masir aaꞌi-aaꞌi, peka na, ladhe èu hia boe ijin, rèngu bisa boe tao ngaa èci sa.”","Firaun berkata kepada Yusuf, “Akulah Firaun, tetapi tanpamu, tidak akan ada seorang pun yang mengangkat tangannya atau kakinya di seluruh negeri Mesir.”"
ditimbunnya,1,"Hèia Yusuf kaboko ngangaꞌa dhu risi, ka na tèka paia si. Ètu era mia dhu na pakaboko ngangaꞌa, ètu èèna kahèi na soli asa dꞌara soka.","Selama tujuh tahun, dia mengumpulkan segala makanan dari tanah Mesir dan menimbun makanan di kota-kota: makanan dari ladang, dari sekitar masing-masing kota, ditimbunnya di tengah kota."
menghitungnya,1,"Are dhu pakaboko nare, ae titu kèna. Èci èèna ka, dènge salae ètu nebhe dhasi, ka dhèu uku rare heka.","Yusuf menimbun gandum seperti pasir di laut, sangat banyak, hingga dia berhenti menghitungnya karena sudah tidak terhitung."
kesengsaraanku,1,"Lodꞌo na abhu ana ka dua, na padhai lii hari, peka na, “Jaꞌa abhu jꞌajꞌèra ae dꞌai seli ètu era neꞌe. Te ngaa sasue dènge ladhe-leru Ama Lamatua ka, jaꞌa abhu ana ètu neꞌe.” Ka na pangare ana neꞌe Efraim.","Nama anak keduanya adalah Efraim, sebab katanya, “Allah telah membuatku berbuah-buah di tanah kesengsaraanku.”"
penimbunan,1,"Te ngaa rai manganga ètu mia-mia asa tabha, toke dꞌai rae-rae ètu rai Masir. Nèti èèna ka, Yusuf bhoke aaꞌi soka ngangaꞌa sèna ka pahie dènge dhèu Masir.","Ketika kelaparan semakin menyebar ke seluruh muka bumi, Yusuf pun membuka semua penimbunan, dan menjualnya kepada orang Mesir. Kelaparan itu terlalu berat di tanah Mesir."
kecelakaan,1,"Te ngaa Yakob hia boe ari Yusuf dhu ngara na Benyamin, laꞌe dènge aꞌa na si. Te, na pangee, “Mage dhoka, ana neꞌe abhu hari jꞌajꞌèra ètu talora jꞌara.”","Namun, Yakub tidak menyuruh Benyamin, adik Yusuf, untuk pergi bersama kakak-kakaknya sebab katanya, “Jangan sampai kecelakaan menimpanya.”"
teringatlah,1,"Hèia Yusuf sanèdꞌe lii nii na uru na. Ka na pamadhaꞌu si, aku nèngu na, “Jaꞌa lèka boe! Miu seꞌe dhèu mata-mata. Miu mai tenge rahasia rai Masir, ho èèna na mai musu rai jiꞌi!”","Lalu, teringatlah Yusuf akan mimpi-mimpi yang pernah dimimpikannya tentang mereka, dan dia berkata kepada mereka, “Kalian adalah mata-mata! Kalian datang untuk mengamat-amati bagian yang tidak dijaga dari tanah ini.”"
dimimpikannya,1,"Hèia Yusuf sanèdꞌe lii nii na uru na. Ka na pamadhaꞌu si, aku nèngu na, “Jaꞌa lèka boe! Miu seꞌe dhèu mata-mata. Miu mai tenge rahasia rai Masir, ho èèna na mai musu rai jiꞌi!”","Lalu, teringatlah Yusuf akan mimpi-mimpi yang pernah dimimpikannya tentang mereka, dan dia berkata kepada mereka, “Kalian adalah mata-mata! Kalian datang untuk mengamat-amati bagian yang tidak dijaga dari tanah ini.”"
terbuktilah,1,"Dꞌai nèi, miu mèti ari miu dhu limuri èèna mai asa neꞌe, ho jꞌajꞌi bukti, tareꞌa miu seꞌe dhèu beꞌa. Sèna ka jaꞌa baku huku pamadhe miu.” Ropa ra tadèngi rare neꞌe, ra dꞌèi kahèi sèmi èèna.","Lalu, bawalah adik bungsu kalian kepadaku supaya terbuktilah perkataan-perkataanmu, dan kalian tidak perlu mati.” Mereka pun melakukan seperti itu."
menerjemahkan,1,"Rèngu padhai lii ae-ae sèmi èèna, reꞌa boe na Yusuf neꞌa lii rèngu kahèi. Lodꞌo Yusuf padhai lii dènge rèngu, na pake lii Masir, ho èèna na dhèu leo lole hari pake lii Ibrani.",Mereka tidak tahu kalau Yusuf memahaminya karena ada yang menerjemahkan di antara mereka.
dilaksanakanlah,1,"Èle èèna ka, Yusuf paredha dhèu sabꞌa sèra, ho soli are asa dꞌara karo aꞌa na si. Aa tao hari doi kabꞌua are sèra, asa dꞌara karo ra èci-èci. Ra tèke ètu hèbꞌa karo sèra. Na pua dhèu sabꞌa seꞌe, ho hia si dènge gee. Ka dhèu sabꞌa seꞌe lalau ka, madhutu ngaa dhu Yusuf paredha.","Setelah itu, Yusuf memerintahkan untuk mengisi karung-karung mereka dengan gandum, mengembalikan uang masing-masing orang ke dalam karungnya, dan memberikan bekal untuk perjalanan kepada mereka. Dilaksanakanlah hal itu bagi mereka."
karungku,1,"Capa na cagꞌagꞌa! Hèia na paroa aꞌa na si, peka na, “Irii! Miu mai ladhe ku laa! Madhe èdhi kèna. Ra tao hari doi jaꞌa asa dꞌara karo ne.” Ladhe rèdhi èèna ka, ra ele ngangee, aa madhaꞌu bia. Ka ra papeka ka, aku rèngu na, “Ama Lamatua tao èdhi samia ka ne?”","Lalu, dia berkata kepada saudara-saudaranya, “Uangku dikembalikan! Lihatlah, itu di dalam karungku!” Lalu, mereka kecut hati dan mereka gemetar sambil berkata satu sama lain, “Apakah ini yang telah Allah lakukan terhadap kita?”"
kecut,1,"Capa na cagꞌagꞌa! Hèia na paroa aꞌa na si, peka na, “Irii! Miu mai ladhe ku laa! Madhe èdhi kèna. Ra tao hari doi jaꞌa asa dꞌara karo ne.” Ladhe rèdhi èèna ka, ra ele ngangee, aa madhaꞌu bia. Ka ra papeka ka, aku rèngu na, “Ama Lamatua tao èdhi samia ka ne?”","Lalu, dia berkata kepada saudara-saudaranya, “Uangku dikembalikan! Lihatlah, itu di dalam karungku!” Lalu, mereka kecut hati dan mereka gemetar sambil berkata satu sama lain, “Apakah ini yang telah Allah lakukan terhadap kita?”"
mengosongkan,1,"Lolo èle hèia, heka ra bhoke karo-karo rèngu dhu pènu dènge are sèra. Te ngaa ra cagꞌagꞌa ladhe laꞌa na doi rèngu sèra aaꞌi-aaꞌi ra, ètu hèbꞌa karo. Rèdhi sèmi èèna, Yakob dènge ana-ana na madhaꞌu titu kèna.","Sewaktu mereka mengosongkan karung-karungnya, lihatlah, kantong uang masing-masing orang ada di dalam karungnya. Ketika mereka dan ayah mereka melihat kantong-kantong uang itu, mereka menjadi takut."
lewati,1,"Te ngaa Yakob dhaa hari, peka na, “Bisa boe! Miu bisa boe mèti Benyamin. Te aꞌa na Yusuf, madhe le. Neꞌe, di nèngu ka mesa na. Ladhe na abhu calaka ètu jꞌara, miu tabha babia mi jaꞌa, toke madhe kèti.”","Dia berkata, “Anakku tidak akan turut bersamamu sebab kakaknya sudah mati, dan tinggal dia sendiri. Jika kejahatan menimpanya di jalan yang kamu lewati, kamu akan menurunkan aku yang beruban ini dalam dukacita ke dunia orang mati.”"
membelikanmu,1,"Nèti èèna ka, ama ku hudꞌi laa hia jiꞌi ngèti Benyamin. Heka jiꞌi bisa laꞌa hèli ngangaꞌa hia ama ku kèna.","Jika engkau mengutus adik kami bersama kami, kami akan pergi dan membelikanmu makanan."
menyakitiku,1,"Hèia Yakob jèke si, peka na, “Nga tao ka miu lolo dènge dhèu èèna, peka na, miu dènge ari èci era? Miu tenge jꞌara ho pajꞌèra tabha jaꞌa!”","Kemudian, Israel berkata, “Mengapa kalian menyakitiku dengan bercerita kepada orang itu bahwa kalian masih memiliki seorang adik?”"
menjaminnya,1,"Ka Yahuda padhai lii hari, aku nèngu na, “Ama hudꞌi patabuli ku Benyamin laꞌe dènge jiꞌi. Jaꞌa jaji mema, ladhe jꞌajꞌi ngaa-ngaa mi ngiꞌu ari jiꞌi neꞌe, jaꞌa ka dhu gati ne. Ladhe jaꞌa kèti heka nèngu mai asa dꞌara kacui-aai ama ku dènge mamuri, hudꞌi laa sasala na ama ku pasae mi dedha jaꞌa toke madhe. Nèti èèna ka, ama ku hia la, ho jiꞌi sama-sama laꞌa dènge ne, te jiꞌi neo pakèdꞌi kèna. De karohe mai lati ka, sèna ka cahagꞌe baku madhe manganga.","Lalu, Yehuda berkata kepada Israel, ayahnya, “Utuslah anak itu bersamaku, maka aku akan bangun dan pergi, supaya kita dapat hidup dan tidak mati, baik kami, dan engkau, dan juga anak-anak kami. Aku yang akan menjaminnya dan dari tangankulah engkau dapat menuntutnya. Jika aku tidak membawanya kepadamu dan menempatkannya di hadapanmu, biarlah aku menanggung kesalahan itu selamanya."
